SALESORDERID,HISTORY_CREATEDBY_EMPLOYEEID,HISTORY_CREATEDAT,HISTORY_CHANGEDBY_EMPLOYEEID,HISTORY_CHANGEDAT,PARTNER_PARTNERID,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS,HEADER_SALESORDERID,PRODUCT_PRODUCTID,NOTEID,CURRENCY,ITEMATPSTATUS,OPITEMPOS,QUANTITYUNIT,DELIVERYDATE,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY
500000357,4,2015-12-23,12,2014-01-06,100000017,N,I,I,500000357,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000357,4,2015-12-23,12,2014-01-06,100000017,N,I,I,500000357,HT-1031,,GBP,I,,EA,2015-12-04,1017.45,855.00,162.45,3.000
500000358,24,2015-12-24,12,2014-01-07,100000018,N,I,I,500000358,HT-1060,,EUR,I,,EA,2015-12-04,21.42,18.00,3.42,2.000
500000358,24,2015-12-24,12,2014-01-07,100000018,N,I,I,500000358,HT-1061,,EUR,I,,EA,2015-12-04,16.66,14.00,2.66,2.000
500000359,27,2015-12-25,23,2014-01-08,100000012,X,I,I,500000359,HT-1040,,EUR,I,,EA,2015-12-04,1975.40,1660.00,315.40,2.000
500000359,27,2015-12-25,23,2014-01-08,100000012,X,I,I,500000359,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000360,24,2015-12-26,29,2014-01-09,100000011,N,I,I,500000360,HT-1070,,ARS,I,,EA,2015-12-04,168.74,141.80,26.94,2.000
500000360,24,2015-12-26,29,2014-01-09,100000011,N,I,I,500000360,HT-1071,,ZAR,I,,EA,2015-12-04,194.45,163.40,31.05,2.000
500000361,33,2015-12-27,6,2014-01-10,100000017,N,I,I,500000361,HT-1104,,JPY,I,,EA,2015-12-04,65.45,55.00,10.45,1.000
500000361,33,2015-12-27,6,2014-01-10,100000017,N,I,I,500000361,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000362,27,2015-12-28,30,2014-01-11,100000015,C,P,D,500000362,HT-1000,,EUR,I,,EA,2015-12-04,2275.28,1912.00,363.28,2.000
500000362,27,2015-12-28,30,2014-01-11,100000015,C,P,D,500000362,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000363,18,2015-12-29,19,2014-01-12,100000013,N,I,I,500000363,HT-1022,,ARS,I,,EA,2015-12-04,243.95,205.00,38.95,1.000
500000363,18,2015-12-29,19,2014-01-12,100000013,N,I,I,500000363,HT-1023,,USD,I,,EA,2015-12-04,853.23,717.00,136.23,3.000
500000364,8,2015-12-30,28,2014-01-13,100000013,C,P,D,500000364,HT-1040,,EUR,I,,EA,2015-12-04,987.70,830.00,157.70,1.000
500000364,8,2015-12-30,28,2014-01-13,100000013,C,P,D,500000364,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000365,25,2015-12-31,15,2014-01-14,100000014,C,P,D,500000365,HT-1055,,EUR,I,,EA,2015-12-04,353.43,297.00,56.43,3.000
500000365,25,2015-12-31,15,2014-01-14,100000014,C,P,D,500000365,HT-1056,,JPY,I,,EA,2015-12-04,283.22,238.00,45.22,2.000
500000366,8,2015-01-01,8,2015-01-15,100000017,X,I,I,500000366,HT-1067,,EUR,I,,EA,2015-12-04,8.33,7.00,1.33,2.000
500000366,8,2015-01-01,8,2015-01-15,100000017,X,I,I,500000366,HT-1068,,USD,I,,EA,2015-12-04,4.17,3.50,0.67,1.000
500000367,26,2015-01-02,15,2015-01-16,100000015,P,P,I,500000367,HT-1100,,USD,I,,EA,2015-12-04,106.98,89.90,17.08,1.000
500000367,26,2015-01-02,15,2015-01-16,100000015,P,P,I,500000367,HT-1107,,ARS,I,,EA,2015-12-04,71.16,59.80,11.36,2.000
500000368,17,2015-01-03,12,2015-01-17,100000011,C,P,D,500000368,HT-1100,,USD,I,,EA,2015-12-04,320.94,269.70,51.24,3.000
500000368,17,2015-01-03,12,2015-01-17,100000011,C,P,D,500000368,HT-1101,,EUR,I,,EA,2015-12-04,285.24,239.70,45.54,3.000
500000369,25,2015-01-04,16,2015-01-18,100000018,N,I,I,500000369,HT-1070,,ARS,I,,EA,2015-12-04,253.11,212.70,40.41,3.000
500000369,25,2015-01-04,16,2015-01-18,100000018,N,I,I,500000369,HT-1071,,ZAR,I,,EA,2015-12-04,97.22,81.70,15.52,1.000
500000370,20,2015-01-05,8,2015-01-19,100000012,X,I,I,500000370,HT-1082,,ARS,I,,EA,2015-12-04,402.22,338.00,64.22,2.000
500000370,20,2015-01-05,8,2015-01-19,100000012,X,I,I,500000370,HT-1083,,CNY,I,,EA,2015-12-04,1237.60,1040.00,197.60,2.000
500000371,17,2015-01-06,29,2015-01-20,100000011,C,P,D,500000371,HT-1113,,EUR,I,,EA,2015-12-04,5.47,4.60,0.87,2.000
500000371,17,2015-01-06,29,2015-01-20,100000011,C,P,D,500000371,HT-1114,,USD,I,,EA,2015-12-04,82.11,69.00,13.11,1.000
500000372,1,2015-01-07,11,2015-01-21,100000013,C,P,D,500000372,HT-1102,,USD,I,,EA,2015-12-04,246.33,207.00,39.33,3.000
500000372,1,2015-01-07,11,2015-01-21,100000013,C,P,D,500000372,HT-1103,,EUR,I,,EA,2015-12-04,274.89,231.00,43.89,3.000
500000373,1,2015-01-08,1,2015-01-22,100000014,C,P,D,500000373,HT-1104,,JPY,I,,EA,2015-12-04,196.35,165.00,31.35,3.000
500000373,1,2015-01-08,1,2015-01-22,100000014,C,P,D,500000373,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000374,20,2015-01-09,17,2015-01-23,100000015,N,I,I,500000374,HT-1116,,MXN,I,,EA,2015-12-04,128.52,108.00,20.52,3.000
500000374,20,2015-01-09,17,2015-01-23,100000015,N,I,I,500000374,HT-1117,,EUR,I,,EA,2015-12-04,135.66,114.00,21.66,3.000
500000375,18,2015-01-10,8,2015-01-24,100000016,N,I,I,500000375,HT-1000,,EUR,I,,EA,2015-12-04,1137.64,956.00,181.64,1.000
500000375,18,2015-01-10,8,2015-01-24,100000016,N,I,I,500000375,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000376,1,2015-01-11,27,2015-01-25,100000016,X,I,I,500000376,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000376,1,2015-01-11,27,2015-01-25,100000016,X,I,I,500000376,HT-1031,,GBP,I,,EA,2015-12-04,339.15,285.00,54.15,1.000
500000377,30,2015-01-12,17,2015-01-26,100000016,N,I,I,500000377,HT-1040,,EUR,I,,EA,2015-12-04,2963.10,2490.00,473.10,3.000
500000377,30,2015-01-12,17,2015-01-26,100000016,N,I,I,500000377,HT-1041,,ARS,I,,EA,2015-12-04,583.10,490.00,93.10,1.000
500000378,1,2015-01-13,33,2015-01-27,100000014,P,I,I,500000378,HT-1073,,EUR,I,,EA,2015-12-04,85.68,72.00,13.68,3.000
500000378,1,2015-01-13,33,2015-01-27,100000014,P,I,I,500000378,HT-1080,,INR,I,,EA,2015-12-04,182.07,153.00,29.07,3.000
500000379,5,2015-01-14,8,2015-01-28,100000017,N,I,I,500000379,HT-1100,,USD,I,,EA,2015-12-04,213.96,179.80,34.16,2.000
500000379,5,2015-01-14,8,2015-01-28,100000017,N,I,I,500000379,HT-1101,,EUR,I,,EA,2015-12-04,95.08,79.90,15.18,1.000
500000380,7,2015-01-15,12,2015-01-29,100000013,X,I,I,500000380,HT-1500,,EUR,I,,EA,2015-12-04,5950.00,5000.00,950.00,1.000
500000380,7,2015-01-15,12,2015-01-29,100000013,X,I,I,500000380,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000381,8,2015-01-16,22,2015-01-30,100000017,N,I,I,500000381,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000381,8,2015-01-16,22,2015-01-30,100000017,N,I,I,500000381,HT-1106,,MXN,I,,EA,2015-12-04,40.46,34.00,6.46,1.000
500000382,25,2015-01-17,32,2015-01-31,100000013,P,I,I,500000382,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000382,25,2015-01-17,32,2015-01-31,100000013,P,I,I,500000382,HT-1031,,GBP,I,,EA,2015-12-04,1017.45,855.00,162.45,3.000
500000383,13,2015-01-18,18,2015-02-01,100000018,C,P,D,500000383,HT-1060,,EUR,I,,EA,2015-12-04,21.42,18.00,3.42,2.000
500000383,13,2015-01-18,18,2015-02-01,100000018,C,P,D,500000383,HT-1061,,EUR,I,,EA,2015-12-04,16.66,14.00,2.66,2.000
500000384,1,2015-01-19,9,2015-02-02,100000012,N,I,I,500000384,HT-1500,,EUR,I,,EA,2015-12-04,11900.00,10000.00,1900.00,2.000
500000384,1,2015-01-19,9,2015-02-02,100000012,N,I,I,500000384,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000385,21,2015-01-20,7,2015-02-03,100000011,X,I,I,500000385,HT-1085,,DKK,I,,EA,2015-12-04,3567.62,2998.00,569.62,2.000
500000385,21,2015-01-20,7,2015-02-03,100000011,X,I,I,500000385,HT-1090,,EUR,I,,EA,2015-12-04,92.82,78.00,14.82,2.000
500000386,14,2015-01-21,8,2015-02-04,100000016,X,I,I,500000386,HT-1104,,JPY,I,,EA,2015-12-04,65.45,55.00,10.45,1.000
500000386,14,2015-01-21,8,2015-02-04,100000016,X,I,I,500000386,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000387,19,2015-01-22,12,2015-02-05,100000015,X,I,I,500000387,HT-1000,,EUR,I,,EA,2015-12-04,2275.28,1912.00,363.28,2.000
500000387,19,2015-01-22,12,2015-02-05,100000015,X,I,I,500000387,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000388,19,2015-01-23,9,2015-02-06,100000013,X,I,I,500000388,HT-1070,,ARS,I,,EA,2015-12-04,84.37,70.90,13.47,1.000
500000388,19,2015-01-23,9,2015-02-06,100000013,X,I,I,500000388,HT-1071,,ZAR,I,,EA,2015-12-04,291.67,245.10,46.57,3.000
500000389,2,2015-01-24,13,2015-02-07,100000013,N,I,I,500000389,HT-1040,,EUR,I,,EA,2015-12-04,987.70,830.00,157.70,1.000
500000389,2,2015-01-24,13,2015-02-07,100000013,N,I,I,500000389,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000390,21,2015-01-25,26,2015-02-08,100000014,P,I,D,500000390,HT-1113,,EUR,I,,EA,2015-12-04,8.21,6.90,1.31,3.000
500000390,21,2015-01-25,26,2015-02-08,100000014,P,I,D,500000390,HT-1114,,USD,I,,EA,2015-12-04,164.22,138.00,26.22,2.000
500000391,22,2015-01-26,28,2015-02-09,100000017,P,P,I,500000391,HT-1117,,EUR,I,,EA,2015-12-04,90.44,76.00,14.44,2.000
500000391,22,2015-01-26,28,2015-02-09,100000017,P,P,I,500000391,HT-1118,,ARS,I,,EA,2015-12-04,94.01,79.00,15.01,1.000
500000392,6,2015-01-27,7,2015-02-10,100000011,C,P,D,500000392,HT-1100,,USD,I,,EA,2015-12-04,106.98,89.90,17.08,1.000
500000392,6,2015-01-27,7,2015-02-10,100000011,C,P,D,500000392,HT-1107,,ARS,I,,EA,2015-12-04,71.16,59.80,11.36,2.000
500000393,8,2015-01-28,12,2015-02-11,100000015,X,I,I,500000393,HT-1100,,USD,I,,EA,2015-12-04,320.94,269.70,51.24,3.000
500000393,8,2015-01-28,12,2015-02-11,100000015,X,I,I,500000393,HT-1101,,EUR,I,,EA,2015-12-04,285.24,239.70,45.54,3.000
500000394,20,2015-01-29,20,2015-02-12,100000018,N,I,I,500000394,HT-1070,,ARS,I,,EA,2015-12-04,253.11,212.70,40.41,3.000
500000394,20,2015-01-29,20,2015-02-12,100000018,N,I,I,500000394,HT-1071,,ZAR,I,,EA,2015-12-04,97.22,81.70,15.52,1.000
500000395,28,2015-01-30,23,2015-02-13,100000012,P,I,D,500000395,HT-1210,,EUR,I,,EA,2015-12-04,5709.62,4798.00,911.62,2.000
500000395,28,2015-01-30,23,2015-02-13,100000012,P,I,D,500000395,HT-1500,,EUR,I,,EA,2015-12-04,11900.00,10000.00,1900.00,2.000
500000396,17,2015-01-31,22,2015-02-14,100000011,P,P,D,500000396,HT-1063,,BRL,I,,EA,2015-12-04,33.32,28.00,5.32,2.000
500000396,17,2015-01-31,22,2015-02-14,100000011,P,P,D,500000396,HT-1064,,CAD,I,,EA,2015-12-04,19.04,16.00,3.04,1.000
500000397,10,2015-02-01,32,2015-02-15,100000014,X,I,I,500000397,HT-1102,,USD,I,,EA,2015-12-04,246.33,207.00,39.33,3.000
500000397,10,2015-02-01,32,2015-02-15,100000014,X,I,I,500000397,HT-1103,,EUR,I,,EA,2015-12-04,274.89,231.00,43.89,3.000
500000398,18,2015-02-02,17,2015-02-16,100000013,P,P,D,500000398,HT-1104,,JPY,I,,EA,2015-12-04,196.35,165.00,31.35,3.000
500000398,18,2015-02-02,17,2015-02-16,100000013,P,P,D,500000398,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000399,24,2015-02-03,17,2015-02-17,100000015,X,I,I,500000399,HT-1116,,MXN,I,,EA,2015-12-04,128.52,108.00,20.52,3.000
500000399,24,2015-02-03,17,2015-02-17,100000015,X,I,I,500000399,HT-1117,,EUR,I,,EA,2015-12-04,135.66,114.00,21.66,3.000
500000400,11,2015-02-04,10,2015-02-18,100000028,C,P,D,500000400,HT-1000,,EUR,I,,EA,2015-12-04,1137.64,956.00,181.64,1.000
500000400,11,2015-02-04,10,2015-02-18,100000028,C,P,D,500000400,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000401,16,2015-02-05,5,2015-02-19,100000030,P,I,I,500000401,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000401,16,2015-02-05,5,2015-02-19,100000030,P,I,I,500000401,HT-1031,,GBP,I,,EA,2015-12-04,339.15,285.00,54.15,1.000
500000402,27,2015-02-06,16,2015-02-20,100000031,N,I,I,500000402,HT-1040,,EUR,I,,EA,2015-12-04,2963.10,2490.00,473.10,3.000
500000402,27,2015-02-06,16,2015-02-20,100000031,N,I,I,500000402,HT-1041,,ARS,I,,EA,2015-12-04,583.10,490.00,93.10,1.000
500000403,1,2015-02-07,26,2015-02-21,100000032,X,I,I,500000403,HT-1073,,EUR,I,,EA,2015-12-04,85.68,72.00,13.68,3.000
500000403,1,2015-02-07,26,2015-02-21,100000032,X,I,I,500000403,HT-1080,,INR,I,,EA,2015-12-04,182.07,153.00,29.07,3.000
500000404,28,2015-02-08,25,2015-02-22,100000032,P,P,I,500000404,HT-1100,,USD,I,,EA,2015-12-04,213.96,179.80,34.16,2.000
500000404,28,2015-02-08,25,2015-02-22,100000032,P,P,I,500000404,HT-1101,,EUR,I,,EA,2015-12-04,95.08,79.90,15.18,1.000
500000405,27,2015-02-09,11,2015-02-23,100000033,C,P,D,500000405,HT-1500,,EUR,I,,EA,2015-12-04,5950.00,5000.00,950.00,1.000
500000405,27,2015-02-09,11,2015-02-23,100000033,C,P,D,500000405,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000406,28,2015-02-10,25,2015-02-24,100000034,X,I,I,500000406,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000406,28,2015-02-10,25,2015-02-24,100000034,X,I,I,500000406,HT-1106,,MXN,I,,EA,2015-12-04,40.46,34.00,6.46,1.000
500000407,25,2015-02-11,10,2015-02-25,100000035,X,I,I,500000407,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000407,25,2015-02-11,10,2015-02-25,100000035,X,I,I,500000407,HT-1031,,GBP,I,,EA,2015-12-04,1017.45,855.00,162.45,3.000
500000408,8,2015-02-12,19,2015-02-26,100000027,X,I,I,500000408,HT-1060,,EUR,I,,EA,2015-12-04,21.42,18.00,3.42,2.000
500000408,8,2015-02-12,19,2015-02-26,100000027,X,I,I,500000408,HT-1061,,EUR,I,,EA,2015-12-04,16.66,14.00,2.66,2.000
500000409,17,2015-02-13,20,2015-02-27,100000028,C,P,D,500000409,HT-1040,,EUR,I,,EA,2015-12-04,1975.40,1660.00,315.40,2.000
500000409,17,2015-02-13,20,2015-02-27,100000028,C,P,D,500000409,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000410,30,2015-02-14,16,2015-02-28,100000030,C,P,D,500000410,HT-1070,,ARS,I,,EA,2015-12-04,168.74,141.80,26.94,2.000
500000410,30,2015-02-14,16,2015-02-28,100000030,C,P,D,500000410,HT-1071,,ZAR,I,,EA,2015-12-04,194.45,163.40,31.05,2.000
500000411,17,2015-02-15,3,2015-02-28,100000035,X,I,I,500000411,HT-1104,,JPY,I,,EA,2015-12-04,65.45,55.00,10.45,1.000
500000411,17,2015-02-15,3,2015-02-28,100000035,X,I,I,500000411,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000412,20,2015-02-16,8,2015-03-01,100000031,X,I,I,500000412,HT-1000,,EUR,I,,EA,2015-12-04,2275.28,1912.00,363.28,2.000
500000412,20,2015-02-16,8,2015-03-01,100000031,X,I,I,500000412,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000413,19,2015-02-17,21,2015-03-02,100000032,X,I,I,500000413,HT-1022,,ARS,I,,EA,2015-12-04,243.95,205.00,38.95,1.000
500000413,19,2015-02-17,21,2015-03-02,100000032,X,I,I,500000413,HT-1023,,USD,I,,EA,2015-12-04,853.23,717.00,136.23,3.000
500000414,11,2015-02-18,7,2015-03-03,100000032,P,I,I,500000414,HT-1040,,EUR,I,,EA,2015-12-04,987.70,830.00,157.70,1.000
500000414,11,2015-02-18,7,2015-03-03,100000032,P,I,I,500000414,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000415,22,2015-02-19,3,2015-03-04,100000033,X,I,I,500000415,HT-1055,,EUR,I,,EA,2015-12-04,353.43,297.00,56.43,3.000
500000415,22,2015-02-19,3,2015-03-04,100000033,X,I,I,500000415,HT-1056,,JPY,I,,EA,2015-12-04,283.22,238.00,45.22,2.000
500000416,3,2015-02-20,18,2015-03-05,100000035,X,I,I,500000416,HT-1067,,EUR,I,,EA,2015-12-04,8.33,7.00,1.33,2.000
500000416,3,2015-02-20,18,2015-03-05,100000035,X,I,I,500000416,HT-1068,,USD,I,,EA,2015-12-04,4.17,3.50,0.67,1.000
500000417,5,2015-02-21,22,2015-03-06,100000031,N,I,I,500000417,HT-1100,,USD,I,,EA,2015-12-04,106.98,89.90,17.08,1.000
500000417,5,2015-02-21,22,2015-03-06,100000031,N,I,I,500000417,HT-1107,,ARS,I,,EA,2015-12-04,71.16,59.80,11.36,2.000
500000418,28,2015-02-22,28,2015-03-07,100000030,C,P,D,500000418,HT-1100,,USD,I,,EA,2015-12-04,320.94,269.70,51.24,3.000
500000418,28,2015-02-22,28,2015-03-07,100000030,C,P,D,500000418,HT-1101,,EUR,I,,EA,2015-12-04,285.24,239.70,45.54,3.000
500000419,30,2015-02-23,6,2015-03-08,100000027,N,I,I,500000419,HT-1070,,ARS,I,,EA,2015-12-04,253.11,212.70,40.41,3.000
500000419,30,2015-02-23,6,2015-03-08,100000027,N,I,I,500000419,HT-1071,,ZAR,I,,EA,2015-12-04,97.22,81.70,15.52,1.000
500000420,8,2015-02-24,10,2015-03-09,100000028,P,P,D,500000420,HT-1082,,ARS,I,,EA,2015-12-04,402.22,338.00,64.22,2.000
500000420,8,2015-02-24,10,2015-03-09,100000028,P,P,D,500000420,HT-1083,,CNY,I,,EA,2015-12-04,1237.60,1040.00,197.60,2.000
500000421,16,2015-02-25,10,2015-03-10,100000030,X,I,I,500000421,HT-1113,,EUR,I,,EA,2015-12-04,5.47,4.60,0.87,2.000
500000421,16,2015-02-25,10,2015-03-10,100000030,X,I,I,500000421,HT-1114,,USD,I,,EA,2015-12-04,82.11,69.00,13.11,1.000
500000422,3,2015-02-26,10,2015-03-11,100000032,P,I,I,500000422,HT-1102,,USD,I,,EA,2015-12-04,246.33,207.00,39.33,3.000
500000422,3,2015-02-26,10,2015-03-11,100000032,P,I,I,500000422,HT-1103,,EUR,I,,EA,2015-12-04,274.89,231.00,43.89,3.000
500000423,26,2015-02-27,20,2015-03-12,100000033,C,P,D,500000423,HT-1104,,JPY,I,,EA,2015-12-04,196.35,165.00,31.35,3.000
500000423,26,2015-02-27,20,2015-03-12,100000033,C,P,D,500000423,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000424,17,2015-02-28,16,2015-03-13,100000031,C,P,D,500000424,HT-1116,,MXN,I,,EA,2015-12-04,128.52,108.00,20.52,3.000
500000424,17,2015-02-28,16,2015-03-13,100000031,C,P,D,500000424,HT-1117,,EUR,I,,EA,2015-12-04,135.66,114.00,21.66,3.000
500000425,20,2015-02-28,3,2015-03-14,100000034,N,I,I,500000425,HT-1000,,EUR,I,,EA,2015-12-04,1137.64,956.00,181.64,1.000
500000425,20,2015-02-28,3,2015-03-14,100000034,N,I,I,500000425,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000426,31,2015-03-01,5,2015-03-15,100000034,C,P,D,500000426,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000426,31,2015-03-01,5,2015-03-15,100000034,C,P,D,500000426,HT-1031,,GBP,I,,EA,2015-12-04,339.15,285.00,54.15,1.000
500000427,14,2015-03-02,10,2015-03-16,100000034,N,I,I,500000427,HT-1040,,EUR,I,,EA,2015-12-04,2963.10,2490.00,473.10,3.000
500000427,14,2015-03-02,10,2015-03-16,100000034,N,I,I,500000427,HT-1041,,ARS,I,,EA,2015-12-04,583.10,490.00,93.10,1.000
500000428,19,2015-03-03,7,2015-03-17,100000033,N,I,I,500000428,HT-1073,,EUR,I,,EA,2015-12-04,85.68,72.00,13.68,3.000
500000428,19,2015-03-03,7,2015-03-17,100000033,N,I,I,500000428,HT-1080,,INR,I,,EA,2015-12-04,182.07,153.00,29.07,3.000
500000429,24,2015-03-04,12,2015-03-18,100000035,N,I,I,500000429,HT-1100,,USD,I,,EA,2015-12-04,213.96,179.80,34.16,2.000
500000429,24,2015-03-04,12,2015-03-18,100000035,N,I,I,500000429,HT-1101,,EUR,I,,EA,2015-12-04,95.08,79.90,15.18,1.000
500000430,19,2015-03-05,10,2015-03-19,100000032,C,P,D,500000430,HT-1500,,EUR,I,,EA,2015-12-04,5950.00,5000.00,950.00,1.000
500000430,19,2015-03-05,10,2015-03-19,100000032,C,P,D,500000430,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000431,4,2015-03-06,15,2015-03-20,100000035,C,P,D,500000431,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000431,4,2015-03-06,15,2015-03-20,100000035,C,P,D,500000431,HT-1106,,MXN,I,,EA,2015-12-04,40.46,34.00,6.46,1.000
500000432,8,2015-03-07,28,2015-03-21,100000032,P,I,D,500000432,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000432,8,2015-03-07,28,2015-03-21,100000032,P,I,D,500000432,HT-1031,,GBP,I,,EA,2015-12-04,1017.45,855.00,162.45,3.000
500000433,16,2015-03-08,33,2015-03-22,100000027,X,I,I,500000433,HT-1060,,EUR,I,,EA,2015-12-04,21.42,18.00,3.42,2.000
500000433,16,2015-03-08,33,2015-03-22,100000027,X,I,I,500000433,HT-1061,,EUR,I,,EA,2015-12-04,16.66,14.00,2.66,2.000
500000434,29,2015-03-09,21,2015-03-23,100000028,X,I,I,500000434,HT-1500,,EUR,I,,EA,2015-12-04,11900.00,10000.00,1900.00,2.000
500000434,29,2015-03-09,21,2015-03-23,100000028,X,I,I,500000434,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000435,16,2015-03-10,30,2015-03-24,100000030,C,P,D,500000435,HT-1085,,DKK,I,,EA,2015-12-04,3567.62,2998.00,569.62,2.000
500000435,16,2015-03-10,30,2015-03-24,100000030,C,P,D,500000435,HT-1090,,EUR,I,,EA,2015-12-04,92.82,78.00,14.82,2.000
500000436,1,2015-03-11,5,2015-03-25,100000034,N,I,I,500000436,HT-1104,,JPY,I,,EA,2015-12-04,65.45,55.00,10.45,1.000
500000436,1,2015-03-11,5,2015-03-25,100000034,N,I,I,500000436,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000437,7,2015-03-12,15,2015-03-26,100000031,N,I,I,500000437,HT-1000,,EUR,I,,EA,2015-12-04,2275.28,1912.00,363.28,2.000
500000437,7,2015-03-12,15,2015-03-26,100000031,N,I,I,500000437,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000438,25,2015-03-13,15,2015-03-27,100000032,P,P,D,500000438,HT-1070,,ARS,I,,EA,2015-12-04,84.37,70.90,13.47,1.000
500000438,25,2015-03-13,15,2015-03-27,100000032,P,P,D,500000438,HT-1071,,ZAR,I,,EA,2015-12-04,291.67,245.10,46.57,3.000
500000439,5,2015-03-14,24,2015-03-28,100000032,C,P,D,500000439,HT-1040,,EUR,I,,EA,2015-12-04,987.70,830.00,157.70,1.000
500000439,5,2015-03-14,24,2015-03-28,100000032,C,P,D,500000439,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000440,14,2015-03-15,16,2015-03-29,100000033,P,I,I,500000440,HT-1113,,EUR,I,,EA,2015-12-04,8.21,6.90,1.31,3.000
500000440,14,2015-03-15,16,2015-03-29,100000033,P,I,I,500000440,HT-1114,,USD,I,,EA,2015-12-04,164.22,138.00,26.22,2.000
500000441,9,2015-03-16,15,2015-03-30,100000035,C,P,D,500000441,HT-1117,,EUR,I,,EA,2015-12-04,90.44,76.00,14.44,2.000
500000441,9,2015-03-16,15,2015-03-30,100000035,C,P,D,500000441,HT-1118,,ARS,I,,EA,2015-12-04,94.01,79.00,15.01,1.000
500000442,17,2015-03-17,10,2015-03-31,100000030,P,P,I,500000442,HT-1100,,USD,I,,EA,2015-12-04,106.98,89.90,17.08,1.000
500000442,17,2015-03-17,10,2015-03-31,100000030,P,P,I,500000442,HT-1107,,ARS,I,,EA,2015-12-04,71.16,59.80,11.36,2.000
500000443,30,2015-03-18,2,2015-04-01,100000031,X,I,I,500000443,HT-1100,,USD,I,,EA,2015-12-04,320.94,269.70,51.24,3.000
500000443,30,2015-03-18,2,2015-04-01,100000031,X,I,I,500000443,HT-1101,,EUR,I,,EA,2015-12-04,285.24,239.70,45.54,3.000
500000444,21,2015-03-19,19,2015-04-02,100000027,X,I,I,500000444,HT-1070,,ARS,I,,EA,2015-12-04,253.11,212.70,40.41,3.000
500000444,21,2015-03-19,19,2015-04-02,100000027,X,I,I,500000444,HT-1071,,ZAR,I,,EA,2015-12-04,97.22,81.70,15.52,1.000
500000445,12,2015-03-20,30,2015-04-03,100000028,X,I,I,500000445,HT-1210,,EUR,I,,EA,2015-12-04,5709.62,4798.00,911.62,2.000
500000445,12,2015-03-20,30,2015-04-03,100000028,X,I,I,500000445,HT-1500,,EUR,I,,EA,2015-12-04,11900.00,10000.00,1900.00,2.000
500000446,5,2015-03-21,14,2015-04-04,100000030,N,I,I,500000446,HT-1063,,BRL,I,,EA,2015-12-04,33.32,28.00,5.32,2.000
